Order_ID,Customer_ID,Product_ID,Seller_ID,Quantity,Order_Date,Shipping_Cost,Discount_Amount,Payment_Method,Total_Amount,Delivery_Status,Review_Rating
ORD_23790,CUST_4533,PROD_2354,SELL_520,3,2023-06-23,10.13,106.21,Credit Card,2377.84,Delivered,2
ORD_23791,CUST_4008,PROD_5518,SELL_325,4,2023-06-23,28.6,85.38,Net Banking,1561.58,Delivered,4
ORD_23792,CUST_4945,PROD_5687,SELL_166,4,2023-06-23,40.65,45.67,Net Banking,4773.22,Cancelled,3
ORD_23793,CUST_3212,PROD_4886,SELL_840,1,2023-06-23,30.56,68.03,Credit Card,347.11,Pending,1
ORD_23794,CUST_2914,PROD_3346,SELL_952,5,2023-06-23,9.52,7.04,Net Banking,5913.43,Pending,4
ORD_23795,CUST_3301,PROD_6462,SELL_940,1,2023-06-23,22.46,34.63,Debit Card,635.72,Pending,2
ORD_23796,CUST_2741,PROD_7641,SELL_661,3,2023-06-23,22.9,70.63,Credit Card,4841.28,Delivered,5
ORD_23797,CUST_4813,PROD_9023,SELL_328,3,2023-06-23,16.04,159.84,UPI,3918.83,Cancelled,3
ORD_23798,CUST_2533,PROD_8673,SELL_953,5,2023-06-23,28.26,64.86,Credit Card,6650.65,Cancelled,3
ORD_23799,CUST_1412,PROD_3217,SELL_165,1,2023-06-23,24.96,99.58,Cash on Delivery,1538.96,Cancelled,5
ORD_23800,CUST_1092,PROD_7652,SELL_634,5,2023-06-23,38.24,157.55,Net Banking,3732.64,Pending,5
ORD_23801,CUST_220,PROD_1083,SELL_416,1,2023-06-23,48.52,78.82,Debit Card,175.49,Delivered,3
ORD_23802,CUST_2030,PROD_5163,SELL_118,3,2023-06-23,35.29,32.81,Cash on Delivery,4763.6,Delivered,5
ORD_23803,CUST_938,PROD_15,SELL_431,5,2023-06-23,27.44,183.87,Credit Card,8694.72,Pending,5
ORD_23804,CUST_665,PROD_1578,SELL_313,3,2023-06-23,22.36,45.87,Debit Card,1224.01,Delivered,1
ORD_23805,CUST_97,PROD_9252,SELL_863,4,2023-06-23,17.31,137.14,Debit Card,1531.65,Pending,2
ORD_23806,CUST_1016,PROD_2065,SELL_115,4,2023-06-23,18.08,102.65,Cash on Delivery,5875.91,Pending,2
ORD_23807,CUST_1772,PROD_159,SELL_547,2,2023-06-23,22.38,156.86,Net Banking,311.76,Pending,3
ORD_23808,CUST_2412,PROD_2248,SELL_203,1,2023-06-23,15.24,115.38,Credit Card,-72.71,Delivered,1
ORD_23809,CUST_4467,PROD_2614,SELL_474,4,2023-06-23,16.32,43.72,Cash on Delivery,861.48,Cancelled,5
ORD_23810,CUST_3845,PROD_2557,SELL_286,2,2023-06-23,41.45,176.71,Debit Card,2498.18,Pending,4
ORD_23811,CUST_2624,PROD_6616,SELL_587,1,2023-06-23,13.91,37.16,Credit Card,1921.43,Pending,5
ORD_23812,CUST_4393,PROD_8983,SELL_952,2,2023-06-23,36.73,190.4,Cash on Delivery,2986.57,Pending,2
ORD_23813,CUST_388,PROD_6499,SELL_107,2,2023-06-23,41.8,42.42,UPI,3004.58,Delivered,4
ORD_23814,CUST_4150,PROD_2927,SELL_89,2,2023-06-23,15.5,125.73,Debit Card,264.55,Cancelled,5
ORD_23815,CUST_2934,PROD_9410,SELL_116,2,2023-06-23,20.35,126.14,Net Banking,-24.15,Cancelled,2
ORD_23816,CUST_2375,PROD_1743,SELL_908,5,2023-06-23,23.0,154.28,Net Banking,6493.47,Cancelled,1
ORD_23817,CUST_1148,PROD_1529,SELL_74,3,2023-06-23,22.98,171.74,Cash on Delivery,2256.88,Cancelled,3
ORD_23818,CUST_2906,PROD_9045,SELL_807,4,2023-06-23,13.95,119.62,Debit Card,1681.93,Delivered,1
ORD_23819,CUST_1929,PROD_8840,SELL_21,2,2023-06-23,18.4,144.42,UPI,2285.44,Pending,3
ORD_23820,CUST_3450,PROD_5724,SELL_151,2,2023-06-23,34.68,56.32,Debit Card,2586.4,Delivered,5
ORD_23821,CUST_4769,PROD_6435,SELL_143,1,2023-06-23,6.87,137.72,Cash on Delivery,827.75,Cancelled,1
ORD_23822,CUST_1225,PROD_1397,SELL_738,1,2023-06-23,29.96,100.33,UPI,417.52,Cancelled,5
ORD_23823,CUST_3606,PROD_3397,SELL_1000,5,2023-06-23,47.56,83.9,UPI,7707.21,Pending,4
ORD_23824,CUST_2941,PROD_1008,SELL_399,5,2023-06-23,27.91,74.51,Net Banking,3457.7,Delivered,4
ORD_23825,CUST_2382,PROD_1761,SELL_285,4,2023-06-23,4.7,127.65,UPI,907.81,Cancelled,5
ORD_23826,CUST_2155,PROD_595,SELL_282,2,2023-06-23,21.7,110.33,Credit Card,3828.83,Delivered,2
ORD_23827,CUST_1397,PROD_8620,SELL_518,2,2023-06-23,9.9,54.84,Debit Card,2254.62,Pending,2
ORD_23828,CUST_4181,PROD_7561,SELL_919,1,2023-06-23,41.32,95.51,UPI,381.4,Cancelled,3
ORD_23829,CUST_2200,PROD_2195,SELL_310,4,2023-06-23,5.07,43.11,UPI,7871.28,Pending,5
ORD_23830,CUST_1,PROD_4703,SELL_684,2,2023-06-23,5.77,123.79,Cash on Delivery,3734.68,Pending,5
ORD_23831,CUST_1033,PROD_2793,SELL_712,4,2023-06-23,27.45,180.72,Credit Card,5420.29,Delivered,5
ORD_23832,CUST_950,PROD_3749,SELL_976,5,2023-06-23,35.1,161.87,Credit Card,4656.03,Cancelled,3
ORD_23833,CUST_1978,PROD_1495,SELL_409,1,2023-06-23,15.02,134.11,Net Banking,915.0,Delivered,3
ORD_23834,CUST_3670,PROD_8723,SELL_801,4,2023-06-23,20.56,56.19,Debit Card,7188.45,Pending,5
ORD_23835,CUST_934,PROD_488,SELL_671,5,2023-06-23,17.54,143.72,UPI,8012.17,Pending,5
ORD_23836,CUST_480,PROD_7356,SELL_111,2,2023-06-23,21.87,145.52,Credit Card,1062.97,Pending,4
ORD_23837,CUST_625,PROD_2777,SELL_248,4,2023-06-23,35.98,193.3,Debit Card,1640.16,Cancelled,4
ORD_23838,CUST_4385,PROD_1462,SELL_693,1,2023-06-23,40.38,197.75,UPI,473.1,Pending,1
ORD_23839,CUST_4237,PROD_9432,SELL_195,4,2023-06-23,47.29,150.75,UPI,4057.02,Cancelled,4
ORD_23840,CUST_3113,PROD_1368,SELL_857,1,2023-06-23,49.42,88.46,UPI,451.09,Pending,5
ORD_23841,CUST_2779,PROD_1155,SELL_536,2,2023-06-23,22.73,141.42,Debit Card,96.95,Pending,2
ORD_23842,CUST_4385,PROD_5026,SELL_117,3,2023-06-23,40.11,18.15,Cash on Delivery,3155.85,Cancelled,4
ORD_23843,CUST_1232,PROD_9750,SELL_350,1,2023-06-23,9.91,157.2,UPI,-98.27,Pending,5
ORD_23844,CUST_3544,PROD_10000,SELL_460,3,2023-06-23,6.88,11.93,UPI,3791.3,Pending,4
ORD_23845,CUST_496,PROD_981,SELL_969,3,2023-06-23,14.7,178.58,Debit Card,4623.1,Cancelled,4
ORD_23846,CUST_2791,PROD_8708,SELL_726,2,2023-06-23,44.27,44.85,Net Banking,1855.36,Cancelled,3
ORD_23847,CUST_485,PROD_977,SELL_491,2,2023-06-23,40.17,75.16,Credit Card,900.07,Delivered,5
ORD_23848,CUST_1832,PROD_5145,SELL_568,2,2023-06-23,33.01,71.31,UPI,1580.44,Pending,3
ORD_23849,CUST_4337,PROD_8876,SELL_56,5,2023-06-23,48.9,186.8,Credit Card,6610.15,Delivered,5
ORD_23850,CUST_4492,PROD_9030,SELL_485,2,2023-06-23,41.18,120.2,Credit Card,3782.72,Cancelled,5
ORD_23851,CUST_847,PROD_425,SELL_65,4,2023-06-23,11.42,137.89,Net Banking,7341.33,Pending,4
ORD_23852,CUST_3312,PROD_9708,SELL_89,4,2023-06-23,47.78,180.39,UPI,6832.99,Cancelled,3
ORD_23853,CUST_4723,PROD_80,SELL_728,2,2023-06-23,39.22,17.71,Net Banking,3584.13,Cancelled,1
ORD_23854,CUST_2371,PROD_1260,SELL_519,3,2023-06-23,32.88,134.91,UPI,698.85,Delivered,1
ORD_23855,CUST_2320,PROD_9694,SELL_3,2,2023-06-23,39.82,193.57,UPI,3111.33,Cancelled,3
ORD_23856,CUST_2673,PROD_2527,SELL_479,5,2023-06-23,24.42,3.0,Cash on Delivery,5810.12,Cancelled,3
ORD_23857,CUST_451,PROD_5805,SELL_476,5,2023-06-23,21.37,163.21,Cash on Delivery,8653.91,Pending,4
ORD_23858,CUST_735,PROD_6242,SELL_810,1,2023-06-23,49.61,157.08,Credit Card,286.79,Pending,3
ORD_23859,CUST_3366,PROD_4369,SELL_69,4,2023-06-23,5.75,97.95,Cash on Delivery,5559.44,Cancelled,1
ORD_23860,CUST_1185,PROD_642,SELL_764,4,2023-06-23,8.05,78.38,UPI,6283.19,Pending,5
ORD_23861,CUST_4971,PROD_2448,SELL_572,4,2023-06-23,38.58,29.98,Net Banking,6452.84,Pending,3
ORD_23862,CUST_2235,PROD_9721,SELL_659,2,2023-06-23,7.21,148.26,Cash on Delivery,1944.51,Cancelled,2
ORD_23863,CUST_1248,PROD_791,SELL_436,4,2023-06-23,30.53,120.96,Debit Card,5153.85,Cancelled,5
ORD_23864,CUST_3014,PROD_6380,SELL_819,5,2023-06-23,21.68,20.08,Debit Card,1189.2,Delivered,4
ORD_23865,CUST_3915,PROD_5882,SELL_421,5,2023-06-23,37.79,71.63,Credit Card,6952.91,Pending,1
ORD_23866,CUST_3715,PROD_3323,SELL_291,1,2023-06-23,23.69,148.15,UPI,1807.67,Cancelled,1
ORD_23867,CUST_1027,PROD_2557,SELL_455,3,2023-06-23,38.47,174.17,Net Banking,3593.84,Pending,1
ORD_23868,CUST_803,PROD_8041,SELL_17,4,2023-06-23,32.27,168.02,Credit Card,1431.33,Pending,3
ORD_23869,CUST_3378,PROD_217,SELL_719,2,2023-06-23,11.47,127.44,Cash on Delivery,53.19,Pending,2
ORD_23870,CUST_2161,PROD_7384,SELL_445,3,2023-06-23,6.78,168.04,UPI,1075.04,Delivered,1
ORD_23871,CUST_1915,PROD_5171,SELL_243,2,2023-06-23,35.55,132.99,Credit Card,3609.02,Cancelled,3
ORD_23872,CUST_4171,PROD_120,SELL_218,5,2023-06-23,31.53,62.23,Debit Card,6659.45,Delivered,3
ORD_23873,CUST_661,PROD_4308,SELL_652,3,2023-06-23,8.12,143.19,Net Banking,3373.52,Cancelled,4
ORD_23874,CUST_758,PROD_2290,SELL_167,1,2023-06-23,48.22,126.97,Debit Card,1916.99,Delivered,3
ORD_23875,CUST_1712,PROD_2409,SELL_730,5,2023-06-23,13.3,6.61,Credit Card,5368.34,Cancelled,2
ORD_23876,CUST_3504,PROD_8408,SELL_987,5,2023-06-23,26.81,199.52,Cash on Delivery,1660.69,Delivered,3
ORD_23877,CUST_3183,PROD_5198,SELL_580,2,2023-06-23,27.88,191.89,Debit Card,1342.89,Cancelled,3
ORD_23878,CUST_3293,PROD_4180,SELL_801,4,2023-06-23,35.81,126.77,UPI,2935.28,Pending,5
ORD_23879,CUST_3685,PROD_5917,SELL_870,4,2023-06-23,41.73,95.67,UPI,7319.3,Delivered,5
ORD_23880,CUST_662,PROD_6966,SELL_542,1,2023-06-23,3.3,37.93,Cash on Delivery,492.86,Pending,3
ORD_23881,CUST_744,PROD_8466,SELL_994,5,2023-06-23,17.33,47.04,Net Banking,2677.49,Pending,1
ORD_23882,CUST_1015,PROD_2077,SELL_408,1,2023-06-23,35.93,193.52,Debit Card,1650.68,Pending,4
ORD_23883,CUST_3900,PROD_3053,SELL_317,4,2023-06-23,45.02,87.68,UPI,4563.42,Pending,5
ORD_23884,CUST_1190,PROD_7264,SELL_549,2,2023-06-23,45.01,4.15,Credit Card,3158.44,Cancelled,2
ORD_23885,CUST_1451,PROD_2330,SELL_29,4,2023-06-23,2.87,33.67,UPI,5376.92,Cancelled,1
ORD_23886,CUST_1848,PROD_9324,SELL_623,1,2023-06-23,18.5,127.68,Cash on Delivery,751.98,Pending,5
ORD_23887,CUST_3939,PROD_7476,SELL_799,4,2023-06-23,31.1,0.5,Credit Card,7186.6,Delivered,4
ORD_23888,CUST_1597,PROD_3526,SELL_831,2,2023-06-23,36.95,151.66,Cash on Delivery,2206.97,Pending,5
ORD_23889,CUST_1653,PROD_8590,SELL_317,5,2023-06-23,14.78,15.69,Credit Card,247.99,Cancelled,2
ORD_23890,CUST_2454,PROD_1070,SELL_50,1,2023-06-23,44.49,64.26,Net Banking,654.85,Delivered,5
ORD_23891,CUST_4206,PROD_9485,SELL_766,3,2023-06-23,33.44,58.82,Credit Card,5520.78,Delivered,2
ORD_23892,CUST_2958,PROD_6840,SELL_289,4,2023-06-23,12.7,130.35,Credit Card,3226.35,Cancelled,2
ORD_23893,CUST_2701,PROD_681,SELL_815,1,2023-06-23,43.05,7.01,Credit Card,2012.9,Pending,3
ORD_23894,CUST_438,PROD_3165,SELL_243,2,2023-06-23,7.14,86.54,UPI,1644.92,Delivered,3
ORD_23895,CUST_3649,PROD_9214,SELL_364,2,2023-06-23,7.67,44.99,Debit Card,1120.66,Cancelled,1
ORD_23896,CUST_3026,PROD_8960,SELL_945,3,2023-06-23,24.89,190.63,Credit Card,2641.57,Delivered,5
ORD_23897,CUST_2739,PROD_3696,SELL_17,1,2023-06-23,15.87,187.19,Credit Card,794.62,Pending,3
ORD_23898,CUST_1957,PROD_9650,SELL_90,3,2023-06-23,26.05,55.49,Cash on Delivery,3160.82,Cancelled,5
ORD_23899,CUST_3521,PROD_1176,SELL_912,3,2023-06-23,12.06,35.89,Cash on Delivery,3939.2,Delivered,3
ORD_23900,CUST_1816,PROD_1632,SELL_328,2,2023-06-23,22.71,22.39,Net Banking,700.88,Pending,2
ORD_23901,CUST_3787,PROD_7503,SELL_875,5,2023-06-23,21.94,89.17,Debit Card,7172.27,Pending,2
ORD_23902,CUST_240,PROD_7582,SELL_259,2,2023-06-24,12.26,137.99,Net Banking,2364.07,Delivered,4
ORD_23903,CUST_4030,PROD_8210,SELL_362,1,2023-06-24,21.71,138.4,Cash on Delivery,330.09,Pending,4
ORD_23904,CUST_1002,PROD_869,SELL_86,1,2023-06-24,8.94,148.37,Net Banking,1017.12,Cancelled,2
ORD_23905,CUST_4764,PROD_6076,SELL_254,4,2023-06-24,15.07,2.72,Credit Card,3369.59,Pending,4
ORD_23906,CUST_636,PROD_7939,SELL_296,4,2023-06-24,23.56,10.32,UPI,2438.4,Cancelled,1
ORD_23907,CUST_2566,PROD_2382,SELL_428,3,2023-06-24,3.55,124.23,Net Banking,3270.13,Cancelled,3
ORD_23908,CUST_4405,PROD_4674,SELL_432,4,2023-06-24,49.98,90.29,Cash on Delivery,4595.65,Delivered,3
ORD_23909,CUST_4682,PROD_8442,SELL_698,5,2023-06-24,23.07,17.78,Net Banking,4277.49,Pending,4
ORD_23910,CUST_3363,PROD_8935,SELL_56,3,2023-06-24,27.3,112.49,Net Banking,3972.13,Cancelled,4
ORD_23911,CUST_2460,PROD_1415,SELL_314,4,2023-06-24,15.1,194.14,Net Banking,263.96,Delivered,4
ORD_23912,CUST_4070,PROD_5444,SELL_757,5,2023-06-24,40.98,95.88,Credit Card,8756.9,Cancelled,3
ORD_23913,CUST_1512,PROD_6391,SELL_624,2,2023-06-24,22.99,59.77,Cash on Delivery,3769.16,Pending,3
ORD_23914,CUST_3553,PROD_5087,SELL_642,2,2023-06-24,18.96,110.25,UPI,8.87,Pending,3
ORD_23915,CUST_361,PROD_1895,SELL_479,2,2023-06-24,47.12,175.05,Net Banking,1340.73,Delivered,2
ORD_23916,CUST_4940,PROD_3988,SELL_688,3,2023-06-24,44.37,85.97,Debit Card,74.71,Cancelled,5
ORD_23917,CUST_4557,PROD_4418,SELL_301,5,2023-06-24,43.57,73.4,UPI,8127.92,Cancelled,4
ORD_23918,CUST_1983,PROD_5915,SELL_576,4,2023-06-24,42.23,125.56,UPI,2131.99,Delivered,5
ORD_23919,CUST_2477,PROD_4089,SELL_999,5,2023-06-24,9.73,105.34,Debit Card,4532.94,Cancelled,3
ORD_23920,CUST_3173,PROD_8786,SELL_247,1,2023-06-24,8.11,104.3,Credit Card,65.17,Cancelled,5
ORD_23921,CUST_4947,PROD_3794,SELL_105,4,2023-06-24,34.67,17.97,Net Banking,5040.38,Delivered,4
ORD_23922,CUST_898,PROD_2304,SELL_22,5,2023-06-24,4.75,156.18,Net Banking,7688.17,Cancelled,2
ORD_23923,CUST_2144,PROD_6109,SELL_749,5,2023-06-24,47.73,121.77,Cash on Delivery,5857.76,Delivered,3
ORD_23924,CUST_31,PROD_1318,SELL_12,4,2023-06-24,9.21,46.09,Debit Card,2447.12,Pending,3
ORD_23925,CUST_2380,PROD_4763,SELL_671,5,2023-06-24,9.9,67.11,Credit Card,1816.34,Delivered,4
ORD_23926,CUST_2972,PROD_2624,SELL_596,3,2023-06-24,38.28,156.46,Debit Card,2481.77,Cancelled,2
ORD_23927,CUST_4486,PROD_6542,SELL_648,5,2023-06-24,21.97,110.55,Debit Card,2044.57,Cancelled,2
ORD_23928,CUST_293,PROD_1670,SELL_792,4,2023-06-24,5.06,80.79,UPI,3133.63,Delivered,1
ORD_23929,CUST_3782,PROD_7245,SELL_508,4,2023-06-24,7.49,195.65,UPI,3821.44,Pending,4
ORD_23930,CUST_4789,PROD_3732,SELL_390,2,2023-06-24,43.37,124.09,Cash on Delivery,699.56,Pending,3
ORD_23931,CUST_4203,PROD_2912,SELL_481,1,2023-06-24,34.75,154.88,Credit Card,52.97,Delivered,1
ORD_23932,CUST_3815,PROD_693,SELL_881,1,2023-06-24,5.89,189.25,UPI,227.84,Cancelled,1
ORD_23933,CUST_4613,PROD_6001,SELL_467,4,2023-06-24,29.31,126.03,Net Banking,5741.68,Cancelled,1
ORD_23934,CUST_2708,PROD_4001,SELL_12,2,2023-06-24,14.72,38.01,UPI,1646.09,Pending,4
ORD_23935,CUST_4673,PROD_6469,SELL_242,3,2023-06-24,15.21,176.76,Credit Card,1200.93,Delivered,5
ORD_23936,CUST_3824,PROD_507,SELL_561,4,2023-06-24,41.86,86.15,Cash on Delivery,5104.59,Cancelled,4
ORD_23937,CUST_2556,PROD_3332,SELL_274,5,2023-06-24,30.44,130.48,Net Banking,6806.96,Pending,1
ORD_23938,CUST_4703,PROD_1371,SELL_467,2,2023-06-24,30.43,139.98,Net Banking,1579.23,Cancelled,4
ORD_23939,CUST_3053,PROD_3666,SELL_896,3,2023-06-24,40.91,33.04,Debit Card,266.71,Pending,3
ORD_23940,CUST_3261,PROD_2757,SELL_530,4,2023-06-24,36.29,197.31,Cash on Delivery,2188.3,Cancelled,5
ORD_23941,CUST_2281,PROD_6603,SELL_568,2,2023-06-24,44.68,153.74,Credit Card,1530.1,Pending,5
ORD_23942,CUST_2968,PROD_1951,SELL_301,1,2023-06-24,11.34,85.77,Credit Card,-13.46,Pending,3
ORD_23943,CUST_4086,PROD_6902,SELL_832,5,2023-06-24,14.61,179.62,Cash on Delivery,3180.19,Pending,1
ORD_23944,CUST_44,PROD_6372,SELL_649,1,2023-06-24,2.66,196.46,UPI,1651.39,Delivered,3
ORD_23945,CUST_3808,PROD_6432,SELL_426,1,2023-06-24,11.69,37.86,Net Banking,963.82,Delivered,4
ORD_23946,CUST_103,PROD_5861,SELL_39,3,2023-06-24,33.31,19.51,Credit Card,4913.25,Pending,2
ORD_23947,CUST_1097,PROD_6156,SELL_739,5,2023-06-24,45.05,193.74,Credit Card,400.96,Delivered,2
ORD_23948,CUST_822,PROD_22,SELL_864,2,2023-06-24,48.25,197.85,UPI,3831.48,Delivered,3
ORD_23949,CUST_11,PROD_5455,SELL_448,4,2023-06-24,45.81,76.36,Credit Card,4286.05,Cancelled,4
ORD_23950,CUST_435,PROD_3074,SELL_796,5,2023-06-24,28.1,26.74,Net Banking,439.61,Cancelled,5
ORD_23951,CUST_2466,PROD_7025,SELL_669,5,2023-06-24,31.21,188.63,UPI,6524.68,Delivered,2
ORD_23952,CUST_3093,PROD_1233,SELL_334,1,2023-06-24,14.51,167.51,Debit Card,98.69,Cancelled,5
ORD_23953,CUST_74,PROD_4778,SELL_772,5,2023-06-24,7.19,77.87,Debit Card,3801.97,Delivered,2
ORD_23954,CUST_3196,PROD_626,SELL_371,1,2023-06-24,43.85,174.97,Debit Card,1553.05,Cancelled,1
ORD_23955,CUST_1541,PROD_1203,SELL_847,1,2023-06-24,10.61,135.93,Cash on Delivery,1473.5,Delivered,5
ORD_23956,CUST_936,PROD_9898,SELL_439,4,2023-06-24,7.01,16.19,Credit Card,7761.06,Pending,2
ORD_23957,CUST_673,PROD_2022,SELL_373,3,2023-06-24,15.45,45.31,Debit Card,3001.64,Cancelled,2
ORD_23958,CUST_4675,PROD_298,SELL_177,1,2023-06-24,47.11,181.85,Net Banking,104.48,Pending,2
ORD_23959,CUST_4979,PROD_5334,SELL_70,5,2023-06-24,45.4,119.11,Net Banking,3055.54,Cancelled,3
ORD_23960,CUST_1777,PROD_3895,SELL_288,3,2023-06-24,38.91,66.76,Credit Card,1739.99,Cancelled,1
ORD_23961,CUST_44,PROD_9682,SELL_235,1,2023-06-24,49.63,147.17,UPI,1677.91,Cancelled,5
ORD_23962,CUST_3091,PROD_5163,SELL_521,3,2023-06-24,12.64,178.21,Cash on Delivery,3041.07,Pending,2
ORD_23963,CUST_2535,PROD_4108,SELL_18,1,2023-06-24,17.84,171.0,Net Banking,1041.2,Delivered,4
ORD_23964,CUST_4044,PROD_3237,SELL_592,1,2023-06-24,36.33,41.34,Debit Card,1707.09,Pending,5
ORD_23965,CUST_3184,PROD_6859,SELL_468,2,2023-06-24,41.1,1.55,Net Banking,2428.59,Delivered,5
ORD_23966,CUST_2759,PROD_4104,SELL_837,1,2023-06-24,16.15,133.21,Net Banking,1100.89,Pending,3
ORD_23967,CUST_1129,PROD_9553,SELL_32,1,2023-06-24,32.32,143.05,Cash on Delivery,1483.11,Cancelled,4
ORD_23968,CUST_3400,PROD_8662,SELL_611,4,2023-06-24,49.15,47.84,Cash on Delivery,882.47,Pending,3
ORD_23969,CUST_235,PROD_9553,SELL_601,5,2023-06-24,9.04,69.04,Debit Card,836.35,Delivered,2
ORD_23970,CUST_4785,PROD_9059,SELL_201,3,2023-06-24,36.7,134.8,Debit Card,5874.87,Cancelled,3
ORD_23971,CUST_3004,PROD_5918,SELL_375,2,2023-06-24,32.71,68.9,UPI,671.59,Delivered,5
ORD_23972,CUST_2357,PROD_8729,SELL_369,3,2023-06-24,46.05,127.35,Cash on Delivery,5238.3,Delivered,5
ORD_23973,CUST_319,PROD_678,SELL_451,1,2023-06-24,17.03,120.32,Debit Card,539.65,Delivered,3
ORD_23974,CUST_4409,PROD_8287,SELL_10,5,2023-06-24,15.73,42.61,UPI,3503.27,Delivered,3
ORD_23975,CUST_2940,PROD_3502,SELL_628,2,2023-06-24,4.28,38.47,Credit Card,66.11,Delivered,5
ORD_23976,CUST_1452,PROD_1793,SELL_110,1,2023-06-24,42.16,24.12,Cash on Delivery,243.02,Cancelled,1
ORD_23977,CUST_4470,PROD_1950,SELL_177,3,2023-06-24,49.77,90.56,Net Banking,5215.66,Cancelled,4
ORD_23978,CUST_2137,PROD_3365,SELL_866,3,2023-06-24,17.02,120.37,Net Banking,1116.51,Cancelled,4
ORD_23979,CUST_3525,PROD_7352,SELL_666,2,2023-06-24,17.85,6.07,Net Banking,1208.84,Delivered,2
ORD_23980,CUST_2123,PROD_9082,SELL_295,3,2023-06-24,29.37,186.36,UPI,1283.58,Pending,2
ORD_23981,CUST_228,PROD_3290,SELL_780,5,2023-06-24,27.03,60.96,Cash on Delivery,6942.37,Pending,4
ORD_23982,CUST_2094,PROD_8345,SELL_506,5,2023-06-24,29.72,116.67,Credit Card,3902.0,Delivered,2
ORD_23983,CUST_4612,PROD_6414,SELL_728,3,2023-06-24,42.27,167.57,Debit Card,4375.93,Pending,2
ORD_23984,CUST_2251,PROD_4843,SELL_793,2,2023-06-24,23.73,68.4,Net Banking,1199.27,Delivered,2
ORD_23985,CUST_818,PROD_2772,SELL_124,3,2023-06-24,4.09,7.85,UPI,5261.12,Delivered,3
ORD_23986,CUST_412,PROD_3273,SELL_458,2,2023-06-24,3.09,111.82,Debit Card,2473.69,Delivered,1
ORD_23987,CUST_3520,PROD_2433,SELL_908,5,2023-06-24,28.47,32.89,Debit Card,7033.33,Cancelled,2
ORD_23988,CUST_1493,PROD_6313,SELL_639,2,2023-06-24,4.77,131.95,Net Banking,2923.62,Pending,2
ORD_23989,CUST_2388,PROD_4955,SELL_594,5,2023-06-24,23.1,146.22,Net Banking,4880.53,Delivered,3
ORD_23990,CUST_1127,PROD_6538,SELL_29,2,2023-06-24,13.62,98.87,UPI,1195.25,Pending,4
ORD_23991,CUST_3046,PROD_9796,SELL_715,3,2023-06-24,26.32,30.55,Net Banking,138.93,Cancelled,2
ORD_23992,CUST_1588,PROD_1974,SELL_499,4,2023-06-24,18.53,194.14,Cash on Delivery,4288.95,Delivered,2
ORD_23993,CUST_2725,PROD_8747,SELL_475,3,2023-06-24,10.49,175.43,Credit Card,3699.0,Cancelled,2
ORD_23994,CUST_974,PROD_3219,SELL_831,1,2023-06-24,45.06,38.32,Credit Card,506.42,Pending,3
ORD_23995,CUST_3850,PROD_3038,SELL_571,4,2023-06-24,47.81,153.99,Debit Card,5664.3,Cancelled,4
ORD_23996,CUST_2352,PROD_4525,SELL_378,3,2023-06-24,49.61,67.29,Debit Card,1432.01,Delivered,2
ORD_23997,CUST_2599,PROD_7807,SELL_937,1,2023-06-24,41.73,41.9,Cash on Delivery,1195.75,Pending,4
ORD_23998,CUST_880,PROD_2852,SELL_828,4,2023-06-24,34.89,191.69,UPI,7678.52,Cancelled,1
ORD_23999,CUST_861,PROD_1702,SELL_380,3,2023-06-24,26.89,125.21,UPI,5766.02,Delivered,1
ORD_24000,CUST_1737,PROD_4938,SELL_844,4,2023-06-24,3.77,118.28,Credit Card,4170.57,Delivered,2
ORD_24001,CUST_2652,PROD_6839,SELL_58,3,2023-06-24,31.57,29.06,Cash on Delivery,2430.62,Cancelled,2
ORD_24002,CUST_2457,PROD_3855,SELL_624,4,2023-06-24,24.23,121.07,Debit Card,4746.72,Delivered,4
ORD_24003,CUST_2575,PROD_5423,SELL_864,5,2023-06-24,46.64,109.78,Debit Card,7698.81,Pending,5
ORD_24004,CUST_1140,PROD_7096,SELL_848,3,2023-06-24,25.8,197.32,UPI,5416.31,Cancelled,2
ORD_24005,CUST_3355,PROD_781,SELL_427,2,2023-06-24,30.46,11.9,Cash on Delivery,695.62,Cancelled,3
ORD_24006,CUST_4467,PROD_3426,SELL_845,5,2023-06-24,4.96,172.2,Net Banking,1409.51,Cancelled,4
ORD_24007,CUST_3915,PROD_7355,SELL_388,2,2023-06-24,21.11,123.81,Debit Card,2369.08,Pending,3
ORD_24008,CUST_2109,PROD_6809,SELL_982,5,2023-06-24,23.32,129.75,Net Banking,6993.37,Delivered,2
ORD_24009,CUST_539,PROD_6772,SELL_838,1,2023-06-24,18.88,64.42,Credit Card,217.24,Pending,2
ORD_24010,CUST_4661,PROD_2225,SELL_649,4,2023-06-24,41.49,109.23,Net Banking,1432.3,Delivered,5
ORD_24011,CUST_4978,PROD_4659,SELL_305,1,2023-06-24,37.71,11.76,UPI,1602.53,Cancelled,4
ORD_24012,CUST_1556,PROD_2330,SELL_953,4,2023-06-24,18.19,179.53,Debit Card,6008.42,Cancelled,1
ORD_24013,CUST_1450,PROD_8830,SELL_82,1,2023-06-24,8.85,71.74,UPI,1937.0,Cancelled,1
ORD_24014,CUST_4055,PROD_2693,SELL_977,2,2023-06-24,43.35,117.71,UPI,3007.82,Pending,2
